125,126,0.8657501
125,127,0.79114777
125,128,0.8543365
125,129,0.80759645
125,130,0.68533474
125,131,0.31989965
125,132,0.89308983
125,133,0.8587154
125,134,0.7635283
125,135,0.8702161
125,136,0.8070593
125,137,0.7192525
125,138,0.8008908
125,139,0.75333285
125,140,0.8049147
125,141,0.8276343
125,142,0.84362125
125,143,0.7370361
125,144,0.84227645
125,145,0.83644474
125,146,0.8943844
125,147,0.8306757
125,148,0.6371261
125,149,0.829905
125,150,0.89925873
125,151,0.6667352
125,152,0.77679396
125,153,0.892748
125,154,0.87419164
125,155,0.7253036
125,156,0.59733397
125,157,0.67798674
125,158,0.8704463
125,159,0.7696079
125,160,0.7920067
125,161,0.85594326
125,162,0.8077815
125,163,0.77686876
125,164,0.8233414
125,165,0.6961429
125,166,0.6146166
125,167,0.7887856
125,168,0.88023514
125,169,0.85883385
125,170,0.5592586
125,171,0.79916626
125,172,0.61206067
125,173,0.67884845
125,174,0.79510623
125,175,0.5429102
125,176,0.6924084
125,177,0.8815501
125,178,0.6682726
125,179,0.7894448
125,180,0.77564514
125,181,0.8516395
125,182,0.7621788
125,183,0.74989676
125,184,0.9079318
125,185,0.6784517
125,186,0.7234709
125,187,0.84181076
125,188,0.92390513
125,189,0.8410175
125,190,0.7384718
125,191,0.85820496
125,192,0.9373555
125,193,0.75134313
125,194,0.6490223
125,195,0.9253446
125,196,0.85858667
125,197,0.82217705
125,198,0.83768445
125,199,0.89252496
125,200,0.90308994
126,127,0.81965685
126,128,0.8388434
126,129,0.9194352
126,130,0.78679967
126,131,0.6298628
126,132,0.8986876
126,133,0.8132531
126,134,0.7422562
126,135,0.89698976
126,136,0.866321
126,137,0.730233
126,138,0.7906073
126,139,0.850008
126,140,0.82351273
126,141,0.78923076
126,142,0.6701246
126,143,0.8571987
126,144,0.6942854
126,145,0.81521016
126,146,0.9309512
126,147,0.8411418
126,148,0.84640354
126,149,0.8161002
126,150,0.81499016
126,151,0.78663975
126,152,0.8626752
126,153,0.7076213
126,154,0.74988
126,155,0.745308
126,156,0.7258524
126,157,0.5776544
126,158,0.8662423
126,159,0.8558813
126,160,0.8670544
126,161,0.8399283
126,162,0.85106796
126,163,0.7405064
126,164,0.69364005
126,165,0.7699244
126,166,0.93271875
126,167,0.7065497
126,168,0.8846541
126,169,0.8035613
126,170,0.7551437
126,171,0.85034084
126,172,0.7212909
126,173,0.7938028
126,174,0.85874534
126,175,0.6593109
126,176,0.80963516
126,177,0.90779644
126,178,0.9057407
126,179,0.9211918
126,180,0.8395504
126,181,0.9155778
126,182,0.8749298
126,183,0.82081854
126,184,0.689974
126,185,0.8438153
126,186,0.8380123
126,187,0.8175562
126,188,1.0172968
126,189,0.8833914
126,190,0.8560199
126,191,0.7975266
126,192,0.81944156
126,193,0.7829594
126,194,0.78795385
126,195,0.9076546
126,196,0.7771243
126,197,0.87964684
126,198,0.85622597
